sessionId	userId	items
14789	10249	614,95
14790	4526	977,724,683,933
14791	2223	798,611,499,611
14792	2554	269,128,19,153,689,806
14793	3289	530,479
14794	5091	180,176,180,112,95
14795	7189	530,926,532
14796	10250	604,447,706,844
14797	7863	396,93,436,366,366,436,93,436,93,366
14798	7841	922,492,695,557,918,710,744,534,516
14799	10251	799,728
14800	10252	525,616,616,525
14801	3303	513,557,441,513,513,682,513
14802	10253	145,185,148
14803	7340	552,582,441,973,392,633,962
14804	6609	499,530
14805	10254	264,262,762,158,286,546
14806	1330	331,144,144,331,330
14807	10255	166,340
14808	10256	590,847,6,28,590,116,847,935,403,282,849,23,423,127,590,17,703,19
14809	10257	588,587
14810	824	148,869,869,148
14811	8722	922,894
14812	3100	79,32
14813	10258	251,968,94
14814	2089	485,28
14815	682	217,629,244,244,629
14816	10259	691,244
14817	10260	231,93,196,457
14818	4490	879,154,910,910,879,910,910
14819	10261	924,143
14820	9663	790,583
14821	10262	103,103,188,78,188,974
14822	10263	188,188,103
14823	10264	564,803,474,441
14824	10265	416,146
14825	9051	143,143
14826	2000	120,143
14827	1213	246,505,95,246
14828	2322	366,330,425,754,330
14829	6800	11,18,5,854
14830	10266	676,28,145
14831	10267	143,527,144,311
14832	10268	243,243
14833	10269	884,917
14834	6840	164,172,164,170
14835	1022	8,106,358,381,4,129,830,951
14836	9361	383,789,106
14837	5951	287,152,287
14838	10270	239,48
14839	9419	293,290,290
14840	6152	196,345,629,629
14841	3809	158,95
14842	4502	187,675,504,504,86
14843	10271	264,494,263
14844	1869	76,79
14845	10272	738,738
14846	10273	437,710,472,687
14847	10274	665,665,665,665
14848	10275	459,95
14849	10276	123,77,728
14850	10277	906,611
14851	3571	571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,679,571
14852	861	84,388,332,283
14853	6578	197,31,273,109,940,403,199,197,197,563,197,197,723,197,797
14854	10278	448,511,511
14855	10279	374,455
14856	7101	706,557
14857	10280	456,456,532,530,456,418,456
14858	10281	448,516,755
14859	10282	978,978,978,978,920,752,978,978,978
14860	10283	560,510,448,451,758,758,758,510,448
14861	10284	490,492,490
14862	1815	143,779,158,143,143,508
14863	10285	909,920,884,908,884,557,448,557,884,909,909,884,909
14864	10286	461,602,540,462,517,695,685,894,518,393
14865	10287	103,377,158,896,364
14866	4236	513,795,489,513,488,492,491,462,513,784,513,534
14867	10288	93,185,267,268,436
14868	3165	922,894,894
14869	10289	214,324
14870	10290	972,972,972,972,972,972
14871	8264	504,97,97
14872	10291	302,302,302
14873	10292	246,145,799,841,470,470
14874	10293	869,774
14875	10294	550,444,550
14876	10295	884,930
14877	10296	142,142,123,142,142,123,142
14878	2998	28,293,158,28
14879	10297	976,448,976,486
14880	10298	382,382
14881	8221	557,825,451
14882	1413	585,807,585,807,807,807,807,807,807,807
14883	10299	290,95,354
14884	10300	126,127,359,4,723,306,20,823,919,703,872,364,126,22,809,126,575,919,919,575,919,348
14885	4587	222,158
14886	10301	186,90,255,255
14887	10302	317,646
14888	10303	217,527,103
14889	10304	448,566,448,448,448,503
14890	9386	103,337,246,527,103
14891	10305	95,28
14892	10306	74,76
14893	4099	808,453
14894	10307	187,103
14895	10308	628,553,392,441,393,639,431,628,584,905
14896	10309	44,482
14897	10310	430,430
14898	1445	639,701,514,441
14899	10311	48,50,50
14900	7989	885,884
14901	7378	121,528,889,247,247,728,89,230,77,89
14902	10312	497,499
14903	10313	20,859,106
14904	10314	902,902
14905	10315	534,625
14906	10316	269,143,74
14907	10317	479,166,586,844
14908	4212	690,690,690
14909	10318	668,668,668
14910	10319	787,941,787,959,787,499,557,787,787,787,651,787,651
14911	3478	235,79,143,84,83,143,234,143,475,143,234,473,235
14912	3647	79,342,75
14913	6086	318,78
14914	10320	251,331,629
14915	7849	206,206,206
14916	3682	400,28,95,95,28,733
14917	7805	810,352,717
14918	7694	143,158,235
14919	4269	42,48
14920	10321	95,283
14921	10322	4,481,481,108,274,481,481,156
14922	9300	187,873,187,337,187
14923	1985	84,337,28,410,713,281
14924	10323	77,288,157,157,157
14925	4848	369,109
14926	1650	103,246
14927	7054	723,723
14928	10324	128,910,156,126,199,127,813,880,792,614,95,95,17,365
14929	10325	575,25
14930	9126	716,823,272
14931	8613	72,177,42,11,10,25,26,162,352,18,20,277
14932	10326	144,799,799,143
14933	10327	10,422,192,77,44,537,201,453,860,413
14934	10328	453,808,932,932,453,699,453,699,932,453,453,699,453,808,932
14935	3337	535,444
14936	10329	166,730,247,247,718,247,613
14937	10330	632,894
14938	10331	493,493,493
14939	2754	328,95,49,833
14940	9389	824,628
14941	10332	166,808,453
14942	8103	884,453,244,340,884
14943	10333	582,708,632
14944	2334	618,444
14945	7161	461,432,521,976,529,636,636,431,669,636,448,636
14946	839	612,499
14947	10334	540,448,499,499,586,586,586,557
14948	1922	853,853,853,79,853,853,853,853,853,853,853,853,853,853,853,46,853,853
14949	10335	909,908
14950	10336	479,557
14951	6663	812,812,530,532,418,812,418,812,812,418,812,500,812,812
14952	9262	477,490,513,905
14953	10337	908,908,908,908
14954	8154	95,95
14955	10338	905,553,553
14956	1933	536,721,490
14957	10339	417,759
14958	2329	466,669,432
14959	10340	74,74
14960	5868	309,84
14961	6070	154,153,883
14962	6945	407,43
14963	10341	639,962
14964	10342	448,448,448,578,448,448,701,448
14965	10343	143,473,473,288,473,288,473,234,385,473,473,473,473,473
14966	1588	650,417,530,532,432,982,639,532,530
14967	1261	46,37,74
14968	8838	392,639
14969	10344	479,884,479
14970	10345	920,884
14971	10346	452,884
14972	10347	364,144,143
14973	10348	468,143,468
14974	10349	434,511,621
14975	4465	441,554,448,487
14976	3175	962,441
14977	6320	925,623,692
14978	4270	527,97,527,217,475,762
14979	10350	144,332
14980	7140	806,648
14981	10351	121,437
14982	10352	920,758
14983	9743	264,494,762
14984	10353	47,537,854,223,222
14985	4574	411,81,357,358,842,91
14986	20	103,103,101,185
14987	9902	479,651
14988	10354	577,556,981,618
14989	5107	96,295,148
14990	10355	787,787
14991	10356	206,206,206,103,33
14992	1614	315,144,149,75
14993	10357	824,654,685,441
14994	10358	618,645
14995	3192	513,441
14996	1206	222,103
14997	10359	445,503
14998	7971	84,786,688,196,84,866
14999	2243	185,93
15000	10360	87,482,664,218,366
15001	8854	84,84,135
15002	3062	342,318,318,342,342,47
15003	10361	702,199
15004	8092	354,48
15005	10362	483,158,676,158,144,246,246,246,246,914,289,158
15006	103	139,23,140,107,723,4,139,458,190,139,3,359,4
15007	7742	144,95,355
15008	132	169,43
15009	1305	310,143,196,457,196,145
15010	10363	318,103,664
15011	10364	879,806,879,879,806,879,380,806,879,806,879
15012	601	67,94,252,94,968,312
15013	10365	604,894,557
15014	10366	440,440
15015	10367	440,440
15016	10368	254,350
15017	10369	95,104,127,20,733,91,227,282,810,838,91,838,304,200,3
15018	10370	469,469
15019	26	222,158,158,222
15020	10371	448,450,721
15021	10372	158,158,222
15022	10373	246,95
15023	10374	631,217,482
15024	6371	9,305
15025	5577	688,84,144,158
15026	10375	884,452,884,884,452,452,889,493,452,452,884,884
15027	10376	413,317,428,598,699,413,413,598,428,317,317,428,699,413,413,598,699,413
15028	10377	375,375
15029	1839	413,670,413,860
15030	10378	604,448,434
15031	10379	884,934
15032	10380	602,612,612,701,744,612,602,612,568,755,612,487,602,905
15033	10381	973,580
15034	10382	580,861
15035	7015	683,448
15036	6928	417,705
15037	10383	531,531,531,531,531,531,531,531,531,531,531
15038	3091	609,897
15039	10384	183,195
15040	10385	557,540,540
15041	10386	412,764
15042	10387	448,448,448,704,434,434,434,696,561,434,434,448,448
15043	10388	150,448,445
15044	10389	290,64,483,914
15045	7664	981,441,499,499
15046	9725	808,611,637,499
15047	10390	705,705,705
15048	10391	607,448
15049	10392	409,800
15050	9916	534,471
15051	5100	226,880,71,716,199,9,3
15052	10393	880,11,281,4,281,403,281,4,1
15053	10394	390,148,76,76,76,76,76,149,76
15054	8949	608,608,382
15055	10395	95,409
15056	10396	459,143
15057	2378	929,929
15058	2436	534,633,610
15059	10397	448,515,644
15060	10398	84,332,123,893,158,832,158,143,47,407,275,123
15061	3902	347,305,116,131,28,305,199
15062	8167	584,618
15063	4828	889,437
15064	8778	718,167
15065	10399	384,384
15066	10400	534,894
15067	4312	93,246
15068	10401	445,445,489,532,753
15069	832	654,547,957
15070	10402	721,580,861
15071	10403	675,504,504,675
15072	2300	443,564,580
15073	10404	956,546
15074	7543	434,673,500,891,827
15075	1649	500,419,415
15076	10405	274,274,274,274
15077	1528	824,523,824
15078	3978	864,144
15079	8954	530,499,604,687,499
15080	10406	504,246
15081	10407	559,187
15082	4253	976,633
15083	10408	976,633
15084	10409	263,100,475
15085	1289	355,95,95,95
15086	8361	474,759
15087	10410	712,103,211,772,211
15088	10411	866,295,295,866,295,295,295,295,296,295,295
15089	10412	375,817,817
15090	8266	148,185
15091	10413	169,898
15092	10414	210,218
15093	10415	551,583,625,551
15094	6521	494,263
15095	10416	505,354,95
15096	10417	383,15,180
15097	5965	664,781,504
15098	5722	823,127,507,348,6,823,25,816,403,880,140,823,507,716
15099	6087	287,246
15100	10418	696,448,497,623,530,611,84,866
15101	10419	388,388
15102	10420	103,103,103,103
15103	10421	143,505,893,143
15104	6869	287,340,287,876,314,893
15105	9364	8,979,848
15106	10422	179,179,179,179,179,179
15107	7210	304,226,305,348,837,872,197
15108	6904	103,890
15109	5950	197,797
15110	8856	702,797
15111	10423	228,837,357,954,347,5,347,813,5,81,255,5,128,376,5,304,838,255,823,716,9,813,2,4,357,848,129,717,228,810,2
15112	9529	400,383
15113	7919	98,879,723,830
15114	7734	140,703,852,301,350,410,301,15,1,90,192,14,403
15115	10424	760,760
15116	10425	47,47,47,47,37
15117	9402	879,343
15118	1655	469,469,469
15119	7300	810,845,281,563,272,127,227,797,422,227,575,228,255,979,236,980,29,422,823
15120	10426	482,222,222,43,898,222
15121	10427	93,144
15122	5536	187,185,185,89
15123	321	86,187,391
15124	10428	48,48,38,181
15125	9583	113,98,127
15126	10429	741,375,616,375
15127	4833	216,214
15128	10430	960,884,752,884,884
15129	5756	557,540,706,510,511
15130	1214	143,44,222
15131	4820	385,143
15132	10431	518,562,562
15133	407	456,673,456,456
15134	10432	957,448
15135	8565	757,142,123,314
15136	10433	724,434,571
15137	10434	646,143,608,646,317
15138	6005	209,143
15139	7472	598,428
15140	10435	434,417
15141	10436	216,334,216
15142	10437	571,530
15143	10438	725,609,609
15144	10439	463,471,463,462,448,620,553,442,518,894
15145	4367	540,554,499,530
15146	6662	633,633,633,633,633
15147	2731	725,692,725,448,656
15148	9515	964,964
15149	10440	737,474,491,515,562,477,562,488,488,462,431,489
15150	7037	590,28,703
15151	10441	137,367
15152	4727	911,400,327,104,911
15153	10442	601,601,150,601
15154	6772	697,457,330,330,457
15155	8850	474,824,547,721
15156	8427	634,564,562,685,393,811,666,553,567,811,557,701,922,666,477
15157	10443	34,35
15158	10444	741,382,317,382,382,316,382,382,670
15159	10445	234,143
15160	10446	679,679,574,571,574,417,498,532,553,447,499,498,574,571
15161	10447	526,375
15162	10448	884,909
15163	4186	448,680
15164	3743	618,962,618
15165	9149	430,430,430,430
15166	10449	500,571,571,678,678,571,571
15167	4355	448,499,611,434,448
15168	10450	413,317,413,413
15169	10451	222,222,222
15170	5242	231,309
15171	434	91,371,114,226,3,979,92
15172	10452	37,37,37
15173	10453	74,74,103
15174	10454	158,538
15175	10455	909,884,884,909
15176	10456	309,122,122,122,122,122,122,37,122,122,122,122
15177	10457	72,102,102,73,967
15178	10458	223,43
15179	974	103,222
15180	10459	557,982,905,759,981
15181	10460	337,790
15182	10461	143,36,85,337
15183	10462	687,540,758,448,555,432,547,568,602,962,602,767,490,759
15184	10463	511,511,511
15185	10464	435,435
15186	8452	300,193,82,300,199,91,82,140
15187	10465	927,787
15188	6503	112,112,287,221,221
15189	6863	103,593,318,103
15190	2519	556,770,982,556
15191	254	163,170,389
15192	8422	226,17,849,355
15193	8938	973,534,652
15194	10466	578,441
15195	3029	830,689,225,911
15196	10467	247,247,247,247,247,249,248
15197	1133	813,115,113
15198	10468	292,73
15199	10469	452,884
15200	1601	804,143,145,143,143
15201	7569	4,399
15202	10470	751,962,566,551,541,565,751,564,602,612,581,533,393,982,564,584,982,767,554,393
15203	8247	440,4,689,25,538
15204	8441	479,540
15205	7260	278,40,38,38,38,38,38,3,570,38,38,38,38,38,38,38
15206	10061	127,132
15207	10471	89,88
15208	7772	218,842,70,728,287,145,148,287,188,221,188,28,28,287,221,28,28,97,28,28
15209	10472	56,0
15210	10473	900,787
15211	10474	355,217,196,311,196,457
15212	9829	781,873,873
15213	3409	124,76,74,385
15214	6658	415,672
15215	9671	858,103,97,97,222,222,103,864,145,858
15216	10475	48,505
15217	10476	143,222,222,143
15218	8442	957,487
15219	8215	973,558,770,973,982
15220	8984	76,76,76,75,230,76,76,76,76,76,76
15221	10477	434,434
15222	4775	25,254,113,797,116,129,630,797,400,857,143,733,372,797,175,226,655,813,254
15223	9407	185,270
15224	1350	982,612,441
15225	10478	221,144
15226	6720	295,152
15227	8789	177,390
15228	1571	830,91,199
15229	10479	8,28,95
15230	10480	372,269,372
15231	10481	99,314,28,2
15232	1402	8,199
15233	6616	74,89,314
15234	4410	42,48,49
15235	7887	242,241,257,20,82,236
15236	10482	187,187,86
15237	4016	457,185,185,457
15238	10483	175,951,830
15239	10484	108,719,481
15240	10485	156,367
15241	9921	125,880,848,281
15242	10486	20,372,109,372,880,109,842,880,713,842,372,20,372,842,20,880,372,842,372,20,109,20,109,880,842,20,109,20,880,372,880,20,372,109,880,20,842,20,880,842,880,20,880,372,842,20,842,20,372,20
15243	9127	353,25
15244	10487	180,283,367,283,180
15245	10488	244,671
15246	10489	9,10,895,590,225
15247	1975	781,143,74,143,244
15248	7145	79,335
15249	263	423,703,831,305,4,303,703,399,4,200,4,107,689,399,20
15250	9579	538,347,305,115,879,791
15251	4722	209,144,209,864
15252	10490	133,115,109,241,360,372,24,883
15253	10491	676,95,391,391,158,293,332,629,629,293
15254	10492	893,143,144
15255	10493	364,217
15256	10494	221,143
15257	10495	854,143,182,88,45,893,854
15258	8519	102,73
15259	10496	218,103,833,405
15260	2980	225,8,4,26,25,272,410,360,648,359,575
15261	10497	281,394,301
15262	10498	373,394,301
15263	10499	187,187,289
15264	10500	80,149
15265	10501	259,259,215,504,483
15266	3664	84,45
15267	9702	222,103,864,103,103,864,222
15268	6010	103,345,103,28,859
15269	10502	976,976
15270	7531	453,429
15271	10503	774,774
15272	10504	392,392,626,513,976,976
15273	2147	355,505,332,95,391,391
15274	10505	608,860,808
15275	10506	787,414,672,417,607,787,650
15276	10507	894,721,894
15277	10508	704,882,521,448,536,882,882,521,580,882,491,982,905
15278	10509	651,417
15279	9377	513,685,513,824,720
15280	9490	456,420
15281	2123	511,721,534
15282	10510	982,962
15283	10511	91,199,28
15284	10512	450,722
15285	10513	270,93,56,93,436,145,364
15286	10514	675,187
15287	10515	566,982
15288	3060	579,550,976
15289	10516	656,900,611
15290	10517	95,345,505,355
15291	495	93,143,74,143,482,295,152,102,73,963,87,364,143,143,508,731
15292	1583	167,543,543,379,250,493
15293	10518	503,550
15294	10519	707,332,143,182,143,158,707
15295	10520	448,511,523,962
15296	10521	941,941,941
15297	10522	152,194,152,101
15298	10523	448,626
15299	10524	632,767
15300	7775	579,626
15301	10525	737,417,650,724
15302	3194	957,888
15303	10526	531,599
15304	10527	854,854,854
15305	10528	150,755,393,448,488,550
15306	10529	981,490
15307	10530	981,490
15308	10531	957,618,981,451
15309	6605	154,154,723,154,723
15310	9727	399,458
15311	4586	886,218,103
15312	3208	521,982,973,824
15313	1023	303,864,538,18
15314	10532	971,187
15315	7846	656,434,692
15316	10533	764,616,616,860,412,860,860
15317	8940	655,236,64
15318	1686	755,444,562,612
15319	6248	133,180,367
15320	763	165,216
15321	10534	348,848,955,306,383
15322	10535	540,758,962
15323	10536	560,510,606,534,770
15324	248	7,106,7,299,131
15325	894	685,685
15326	6323	386,719,12,2,848,29,92
15327	10537	226,108,15,813,980,227,404
15328	10538	600,246,87,35,963,34,326
15329	3233	286,475,597
15330	6621	540,557,932
15331	7044	241,241,81
15332	6872	883,883,228
15333	10539	878,471,471
15334	5761	504,895,156,868,28,28,187
15335	7368	468,143,707
15336	10540	282,131
15337	8477	264,494,99,546
15338	3258	187,332,143,143,95
15339	1322	448,518,894,976,431,511
15340	10541	270,144,143
15341	10542	677,246,783
15342	9263	328,328,328
15343	10543	276,31,655
15344	3548	540,894,612
15345	8125	28,703,132,190,131
15346	10544	439,809,258
15347	7526	269,411
15348	9181	42,42
15349	4621	305,303
15350	5281	508,505
15351	10545	28,28,914,81
15352	1394	602,580,564,708,922
15353	2481	51,557,718,505
15354	10546	383,305,865,816,134,423
15355	10547	239,298,48
15356	9795	854,924,854
15357	1620	703,423,236
15358	10548	38,48
15359	10549	219,892
15360	10550	8,371,4,8
15361	10551	223,898
15362	1559	9,411
15363	10552	858,145,342,44,484,728
15364	10553	898,224,222,898
15365	10223	468,469
15366	10554	202,222,223,222,728
15367	7081	241,241
15368	10555	4,887,4,48,880,347,719
15369	3917	300,197,421
15370	4734	814,575
15371	8445	849,347,955,305
15372	2264	81,403
15373	1520	458,538
15374	2157	575,872
15375	7978	272,575
15376	10556	598,428,454
15377	4273	95,638
15378	10557	903,903
15379	10558	74,74,77,730,540,448,448,811,448,650,650
15380	9254	905,767,916,960
15381	10559	364,185
15382	9503	557,449
15383	9616	667,894,639
15384	10560	649,534,667
15385	10561	650,486
15386	3963	214,493,195,674,195
15387	10562	417,574,881
15388	4300	881,881,500
15389	962	728,148
15390	3293	654,744
15391	10563	618,981,803
15392	10564	710,735
15393	10565	725,599,591
15394	10566	724,724
15395	10567	638,638
15396	10568	486,540,557
15397	1881	383,383
15398	886	145,95
15399	10569	384,661
15400	10570	417,417,681,417
15401	10571	222,222
15402	1889	629,143,58,204,58,143,148,117
15403	10572	722,775
15404	10260	457,354,231
15405	10573	448,571
15406	7844	685,441,499,753
15407	10574	312,57,251
15408	2782	268,119,726
15409	3407	883,815,131,299,378,372,300,8,378
15410	6635	380,343,335,76,58,853,226,723,4,814,227,773,813,365,30,106,880,403,773,880,4,380,126,773,423
15411	6450	869,201,728
15412	8251	216,216,216,214,216,379
15413	9613	452,884
15414	10575	95,213,148
15415	2290	455,611,455
15416	7907	185,457,145,240
15417	10576	135,962,529
15418	477	301,810,4
15419	10577	686,444,922,686,529
15420	9314	211,211,892,211
15421	10578	763,763,317
15422	10579	196,94,308
15423	4418	310,217,527,310
15424	7749	40,48,175
15425	10580	231,240,337,295,33,326,34,963,35,36,866,33,337,231
15426	10581	253,48
15427	10582	637,685,167,637,580,444,441,678
15428	1908	976,649
15429	10583	483,527,929,929,103,483
15430	10584	507,156,14,713,236
15431	10585	227,538,208,872,4
15432	9787	574,417
15433	3426	244,35
15434	10586	144,308,144
15435	8489	73,267,119,268,117
15436	7876	267,268,117
15437	7517	951,70,71,590,191,847,481,141,208,590,423,590,18,590,208,481,847,191,345,309,112
15438	10587	814,848,955,845,848,814,2,845
15439	10588	86,86,246,315
15440	4311	293,938
15441	842	337,185
15442	10589	179,179
15443	10590	95,96
15444	2951	93,103,143,143,314,93
15445	10591	129,81
15446	497	791,845
15447	10592	341,799
15448	10593	240,318,240
15449	373	95,95,712,103,95,712
15450	959	162,156,880
15451	2119	285,585,80,205,74,77,149,205,205,288,205,78,77,88
15452	10594	319,319
15453	6129	187,246
15454	10595	309,309
15455	10596	28,614,199
15456	10597	312,67
15457	2406	590,282
15458	9463	884,493,889,884,917
15459	4906	152,267,964,119,73,152,244,898
15460	7329	15,193
15461	6254	123,46,267,268,135
15462	10598	103,354
15463	10599	95,28,8,887,353,400,887,353,126,400,190,104,887,575,71,186,887,139,887,887,353,148,148,887,139,887,353,887
15464	8261	482,482
15465	9861	330,330
15466	10600	804,342,356,218,638,405,62,61,62,212
15467	5303	140,20
15468	8699	93,196,93,196,93
15469	10601	144,290
15470	10602	244,101
15471	8669	133,109,281,28,971,20
15472	10603	923,923
15473	10604	728,275,188,676
15474	10605	74,89,143,924,863,832,362
15475	10606	158,293,912,968,94
15476	6836	629,86,504
15477	10607	863,95,95
15478	10608	92,158,162,911,403,196,327,383
15479	7458	222,723
15480	10609	217,158
15481	6084	25,791,139,299,255,333,837,26,255,20,563,3,198,350,837,421,2,717,818,837,139,361
15482	10610	114,245
15483	10611	762,99
15484	10612	475,143
15485	10613	597,58
15486	284	3,81,104,373,104,130,81,4,28,221,221,28,104,373,859
15487	10614	112,28
15488	10615	318,158,158,318
15489	4053	361,352
15490	10616	762,546,99,762,494
15491	4058	534,434
15492	10617	217,505,354,970,354,96,217
15493	10618	74,148
15494	4677	143,143,143
15495	10619	464,461,464,471
15496	10620	611,434
15497	9248	143,781
15498	8750	605,605,605,491,644,150,605
15499	3145	214,215
15500	10621	289,793,289,87
15501	10622	328,95
15502	10623	793,143,47,46,780,289,289
15503	10624	531,417,844,844
15504	7008	499,611,499
15505	1401	246,240
15506	10625	158,668,158
15507	10626	912,185
15508	8702	430,750
15509	3971	701,448,547,643,487,487,643,431,824
15510	7627	506,289
15511	10627	483,244
15512	10628	345,671,196
15513	10629	316,316
15514	10630	884,960
15515	10631	143,780,218
15516	10632	561,706,448,561
15517	2303	71,81
15518	9152	916,982,634,564,751,533
15519	10633	920,884,884,785
15520	5858	602,529
15521	10634	500,959
15522	10635	557,916,646,646,557,751,565,618,751
15523	2736	282,28,318,158,318,95,97,116
15524	10636	912,457
15525	10637	959,959,571,959,959
15526	10638	530,532,478,767
15527	10639	618,529
15528	10640	254,381
15529	8862	180,180
15530	10641	144,762,688
15531	10642	515,462,518,464,460,461,464,516,471,464,759
15532	10643	637,442,777
15533	10644	248,249,271,585
15534	2031	187,295,296,143,74,75,143
15535	10645	417,571,571,417,871
15536	10646	404,857,857,28,857,106,857,274,712,781,28,857,857,226,857,857,404,797,857,272,198,28,857,95,857,106,857,857
15537	10647	83,326
15538	3837	217,217,143
15539	3158	650,448
15540	10648	629,185,87,629
15541	559	896,668,569,219,210,63
15542	4274	71,192,125,403,191
15543	10649	188,84
15544	1680	669,448,710,499,448,431,433,471,553,710,710
15545	10650	968,312
15546	5132	728,143,907,401
15547	10213	143,144,337,337
15548	10651	143,875,314,188
15549	10652	171,103,223
15550	296	52,52
15551	10653	295,33,295,963,84,504,345,345
15552	2846	90,108,108,376
15553	10654	366,87,185,292,185,366
15554	10655	424,187,196,187,424
15555	10656	4,423,394,333,570,852,394
15556	10657	780,135
15557	10658	238,238
15558	10659	221,221
15559	131	196,93,354
15560	9764	800,177,964,267,119,268,117
15561	7520	306,723,129,113,155
15562	7571	772,833,668
15563	5149	924,261,261,924
15564	5474	167,79
15565	10660	854,261,261
15566	10661	342,103
15567	10662	396,396
15568	6412	95,179,28,217,342,356,28
15569	4597	674,166,166,674,674,665
15570	10663	906,906,906,906
15571	10664	318,145
15572	4000	182,143,103
15573	7412	305,880,880,81,3,227,845
15574	10665	688,283
15575	6807	696,448,696,601,727,392,696,448,441,601,710,528
15576	2852	643,710
15577	9871	530,540
15578	10666	860,413,412
15579	10667	135,136,841
15580	3923	511,497,824,448,511
15581	10668	103,217
15582	707	166,334,718,718,646,166
15583	8078	434,618,710,687,557
15584	806	933,933
15585	8031	208,28
15586	8648	911,269
15587	10669	480,187
15588	7955	48,180
15589	10670	215,867
15590	8812	762,676
15591	10671	834,834
15592	10672	448,503,448
15593	10673	722,512
15594	10674	932,413,413
15595	10675	448,448,448
15596	10077	371,979,7
15597	10676	459,356
15598	10677	906,906,900,906,512,623
15599	5174	95,144
15600	10678	641,680
15601	10679	520,626
15602	10680	799,185,337,84
15603	4625	656,607
15604	10681	448,448,448,448,625,448,448,462,510
15605	10682	431,463,461,549,462,555,450,431,503
15606	10683	884,942,884
15607	7623	502,125
15608	10684	503,448
15609	2889	540,599
15610	1516	293,676,293
15611	159	202,714,714,143,342,762
15612	7246	847,4
15613	8435	562,488,503,962,511
15614	9792	497,448,653,448,540,497
15615	7586	591,434,775
15616	1999	753,532,611,498
15617	6835	286,99,762,262,99
15618	6099	685,654,532,455,532
15619	9826	416,841
15620	10685	384,103
15621	10686	145,126,575,872,13,28
15622	10687	103,974,217,875
15623	10688	649,478
15624	10689	419,827,737
15625	10690	635,635,567,586,540
15626	10691	459,804,342,143,459,459
15627	2995	87,87,289,153,154,910,127,154,910,154,156,154,154,422,386,154,82,481,154
15628	6725	920,920,920
15629	9606	921,921,921,480,921,921,480,921,921,921,921
15630	10692	74,74,77,45,205,45,143,332
15631	10693	847,53,133,82,133,847,133,133,191,82
15632	7296	58,597,356
15633	10694	571,417,827
15634	7364	6,6,6,227,980,6
15635	10695	133,133,378,254
15636	2955	89,75,149,89,75,76
15637	4676	537,342
15638	10696	143,144,315
15639	10697	523,551,448,650,835,571,679,650,486,449,433,557,448,706,460,820
15640	10698	28,31,104,17,360,773,9,304,226,115,974,103,773,115
15641	10699	423,880,153,31,404,4,361,773,842,106,140,404,31,813
15642	10700	318,780,893
15643	1238	388,388
15644	10701	251,252,252,251
15645	10702	143,671,662,662,240,662
15646	10703	364,196,364
15647	537	143,102
15648	10704	372,713,713,290,158
15649	10705	44,59
15650	4292	702,904,108,110,108
15651	10706	314,246
15652	10707	546,546
15653	8018	780,218,143,77,46,79,597,40,143,234
15654	10708	956,286,956
15655	8593	356,912,289,356,46
15656	5715	814,848,71,421
15657	10709	131,226,4,879,848
15658	10710	307,79
15659	10711	218,218,209
15660	48	181,48,227,106,797,227,277,502,6,20,378,848,872,175
15661	9632	258,303,386,18
15662	10712	305,127,343,410,306,935
15663	1806	258,104
15664	8821	597,46
15665	7159	924,924
15666	10713	503,472
15667	8631	594,594,594,619,594
15668	10714	530,532
15669	10715	309,345,638,480,480,729,405
15670	8966	112,676,158,863
15671	10716	607,448,448,775,722
15672	2006	143,780
15673	10717	428,741
15674	10718	725,694
15675	2682	557,869,540
15676	10719	767,894,510
15677	3903	448,812
15678	1150	442,553,511,511
15679	10720	676,158,143,244
15680	10721	976,451,751,463
15681	8456	608,616,525,608
15682	10722	434,434,448
15683	10723	611,607,775,775
15684	10724	966,550,464
15685	3679	668,310
15686	10725	595,596,595,594,596
15687	1728	139,979,108,90,81,81,125
15688	6714	311,94,312
15689	1496	448,448,448,442
15690	3375	112,187,457,457,187,112
15691	10726	275,780,144
15692	3427	567,540,540
15693	7934	101,101,177,101,101,101,101
15694	9244	283,112
15695	10727	295,33,34,963,295,295
15696	10728	222,217
15697	10729	303,113,4
15698	10730	523,477
15699	7395	639,516
15700	9850	45,78
15701	10731	710,544
15702	10732	642,625,894
15703	943	392,962,962
15704	1230	355,278,237,280,95,103,95,52,137,96
15705	10387	434,434,696
15706	8328	587,183
15707	3600	571,418,651,787,651
15708	10733	793,85,295,35,83,326,87,289,899,289
15709	8798	28,965
15710	10734	403,241,308,655
15711	10735	486,486
15712	10736	292,117
15713	9336	626,529,701
15714	10737	417,417
15715	10738	448,905,448
15716	10739	93,314,314,56
15717	7121	354,318,188
15718	10740	654,392,392,751,957,708
15719	2937	148,148
15720	165	95,96,483,95,391,84
15721	10741	706,618
15722	10742	330,246
15723	10743	448,582,448,922,645
15724	9307	879,71,228,879,131,879
15725	5444	144,336,158,145
15726	10744	707,660
15727	492	929,929,310,929,929,310,929,288,143,148,72,102,185,196,345
15728	10745	584,632,795,448,556,564,577,472
15729	1897	651,651
15730	6399	676,158,188,60,59
15731	10746	799,145
15732	4378	689,108,830,191,113
15733	5227	106,305
15734	713	143,730,288,230,728
15735	2493	458,403,357
15736	9644	348,71
15737	10747	251,251
15738	2277	845,849,301
15739	7082	658,527,658
15740	6584	143,508
15741	10748	23,904,904
